,raw_event_ID,start_time,end_time,player_ID,team,half,start_pos_x,start_pos_y,successful,receiver,end_pos_x,end_pos_y,cross,cross_blocked
539,2116,50:40,51:00,Yuki Ogimi-Nagasato,Chicago Red Stars,1st half,99.8,42.1,1,Samantha Kerr,93.0,51.2,0,0
540,2120,50:43,51:03,Samantha Kerr,Chicago Red Stars,1st half,91.6,50.5,1,Yuki Ogimi-Nagasato,92.0,46.7,0,0
541,2125,50:44,51:04,Yuki Ogimi-Nagasato,Chicago Red Stars,1st half,98.5,48.6,0,Samantha Mewis,92.0,46.7,0,0
542,2128,50:57,51:17,Casey Short,Chicago Red Stars,1st half,68.5,68.0,1,Morgan Gautrat,74.3,67.3,0,0
543,2132,51:01,51:21,Morgan Gautrat,Chicago Red Stars,1st half,73.3,65.8,0,Jessica Marie McDonald,62.2,65.4,0,0
544,2145,45:00,45:17,Abby Dahlkemper,North Carolina Courage,2nd half,33.8,32.8,1,Denise O'Sullivan,47.7,31.8,0,0
545,2150,45:00,45:15,Debinha,North Carolina Courage,2nd half,50.6,33.5,1,Denise O'Sullivan,47.7,31.8,0,0
546,2151,45:00,45:15,Denise O'Sullivan,North Carolina Courage,2nd half,47.7,31.8,1,Samantha Mewis,69.1,44.3,0,0
547,2152,45:00,45:14,Denise O'Sullivan,North Carolina Courage,2nd half,52.5,33.8,1,Samantha Mewis,69.1,44.3,0,0
548,2162,45:04,45:24,Katie Johnson Carreon,Chicago Red Stars,2nd half,35.1,18.0,1,Julie Beth Ertz,24.8,24.4,0,0
549,2165,45:06,45:26,Julie Beth Ertz,Chicago Red Stars,2nd half,24.8,24.4,1,Casey Short,41.6,57.9,0,0
550,2167,45:11,45:31,Casey Short,Chicago Red Stars,2nd half,46.2,59.1,1,Yuki Ogimi-Nagasato,67.0,62.5,0,0
551,2171,45:14,45:34,Yuki Ogimi-Nagasato,Chicago Red Stars,2nd half,59.8,61.8,1,Danielle Colaprico,57.3,51.7,0,0
552,2174,45:16,45:36,Danielle Colaprico,Chicago Red Stars,2nd half,62.2,53.9,1,Vanessa Sue Di Bernardo,73.7,46.5,0,0
553,2177,45:18,45:38,Vanessa Sue Di Bernardo,Chicago Red Stars,2nd half,69.5,53.6,0,Heather Ann OReilly,83.6,58.2,0,0
554,2181,45:22,45:42,Heather Ann OReilly,North Carolina Courage,2nd half,24.6,8.9,0,Yuki Ogimi-Nagasato,25.0,5.5,0,0
555,2187,45:23,45:43,Heather Ann OReilly,North Carolina Courage,2nd half,20.2,5.5,0,Yuki Ogimi-Nagasato,25.0,4.8,0,0
556,2194,45:32,45:52,Heather Ann OReilly,North Carolina Courage,2nd half,32.8,0.0,1,Debinha,38.2,6.9,0,0
557,2196,45:34,45:54,Debinha,North Carolina Courage,2nd half,38.2,6.9,1,Lynn Williams,43.5,4.5,0,0
558,2202,45:41,46:01,Lynn Williams,North Carolina Courage,2nd half,47.0,3.4,0,Julie Beth Ertz,87.6,8.9,0,0
559,2205,45:53,46:13,Julie Beth Ertz,Chicago Red Stars,2nd half,23.7,39.0,1,Sarah Gorden,56.9,6.7,0,0
560,2212,45:59,46:19,Sarah Gorden,Chicago Red Stars,2nd half,58.2,9.1,1,Samantha Kerr,74.8,26.1,0,0
561,2215,46:01,46:21,Samantha Kerr,Chicago Red Stars,2nd half,74.1,30.6,1,Vanessa Sue Di Bernardo,76.7,40.2,0,0
562,2220,46:04,46:24,Vanessa Sue Di Bernardo,Chicago Red Stars,2nd half,79.4,42.9,1,Yuki Ogimi-Nagasato,98.1,47.4,0,0
563,2226,46:33,46:53,Vanessa Sue Di Bernardo,Chicago Red Stars,2nd half,105.0,68.0,1,Yuki Ogimi-Nagasato,100.2,57.0,0,0
564,2229,46:34,46:54,Yuki Ogimi-Nagasato,Chicago Red Stars,2nd half,100.2,57.0,0,Crystal Alyssia Dunn,90.1,59.4,0,0
565,2235,47:23,47:43,Abby Dahlkemper,North Carolina Courage,2nd half,20.2,13.9,1,Stephanie Labbe,12.6,26.6,0,0
566,2238,47:25,47:45,Stephanie Labbe,North Carolina Courage,2nd half,14.1,25.4,0,Danielle Colaprico,46.6,13.4,0,0
567,2243,47:27,47:47,Danielle Colaprico,Chicago Red Stars,2nd half,58.4,54.6,0,Samantha Mewis,69.9,48.8,0,0
568,2245,47:29,47:49,Samantha Mewis,North Carolina Courage,2nd half,35.1,19.2,0,Morgan Gautrat,50.0,27.1,0,0
569,2251,47:31,47:51,Morgan Gautrat,Chicago Red Stars,2nd half,55.0,40.9,1,Danielle Colaprico,57.8,51.7,0,0
570,2257,47:32,47:52,Danielle Colaprico,Chicago Red Stars,2nd half,57.8,51.2,1,Vanessa Sue Di Bernardo,63.0,47.6,0,0
571,2260,47:33,47:53,Vanessa Sue Di Bernardo,Chicago Red Stars,2nd half,63.0,47.6,1,Casey Short,57.5,62.7,0,0
572,2262,47:36,47:56,Casey Short,Chicago Red Stars,2nd half,61.1,62.3,1,Yuki Ogimi-Nagasato,71.2,52.9,0,0
573,2265,47:39,47:59,Yuki Ogimi-Nagasato,Chicago Red Stars,2nd half,68.2,47.9,1,Sarah Gorden,70.6,20.4,0,0
574,2268,47:43,48:03,Sarah Gorden,Chicago Red Stars,2nd half,76.0,20.4,1,Katie Johnson Carreon,83.6,23.2,0,0
575,2273,47:44,48:04,Katie Johnson Carreon,Chicago Red Stars,2nd half,84.8,23.9,0,Stephanie Labbe,99.5,38.5,0,0
576,2277,48:10,48:30,Stephanie Labbe,North Carolina Courage,2nd half,5.5,29.5,1,Jessica Marie McDonald,46.8,9.3,0,0
577,2279,48:13,48:33,Jessica Marie McDonald,North Carolina Courage,2nd half,46.8,9.3,1,Lynn Williams,59.8,19.6,0,0
578,2291,48:22,48:42,Julie Beth Ertz,Chicago Red Stars,2nd half,64.5,51.7,0,Stephanie Labbe,96.6,33.3,0,0
579,2298,48:39,48:59,Stephanie Labbe,North Carolina Courage,2nd half,13.0,30.2,1,Jessica Marie McDonald,51.2,15.3,0,0
580,2300,48:40,49:00,Jessica Marie McDonald,North Carolina Courage,2nd half,51.2,15.3,0,Julie Beth Ertz,68.0,24.4,0,0
581,2302,48:42,49:02,Julie Beth Ertz,Chicago Red Stars,2nd half,37.0,43.6,0,Denise O'Sullivan,68.0,41.7,0,0
582,2307,48:45,49:05,Denise O'Sullivan,North Carolina Courage,2nd half,38.6,29.5,1,Jaelene Mckenzie Daniels,55.7,66.3,0,0
583,2311,48:51,49:11,Jaelene Mckenzie Daniels,North Carolina Courage,2nd half,56.5,65.4,1,Debinha,62.6,53.4,0,0
584,2316,48:59,49:19,Debinha,North Carolina Courage,2nd half,80.0,21.8,1,Jessica Marie McDonald,103.9,8.4,0,0
585,2318,49:03,49:23,Jessica Marie McDonald,North Carolina Courage,2nd half,103.9,8.4,1,Lynn Williams,97.9,32.1,1,0
586,2332,49:34,49:54,Alyssa Naeher,Chicago Red Stars,2nd half,5.7,36.6,1,Samantha Kerr,53.1,36.4,0,0
587,2334,49:37,49:57,Samantha Kerr,Chicago Red Stars,2nd half,53.1,36.4,1,Yuki Ogimi-Nagasato,63.0,40.7,0,0
588,2338,49:39,49:59,Yuki Ogimi-Nagasato,Chicago Red Stars,2nd half,62.8,40.5,1,Samantha Kerr,57.8,30.4,0,0
589,2342,49:43,50:03,Samantha Kerr,Chicago Red Stars,2nd half,78.8,24.4,1,Katie Johnson Carreon,89.2,7.7,0,0
590,2349,49:47,50:07,Katie Johnson Carreon,Chicago Red Stars,2nd half,93.0,17.5,0,Denise O'Sullivan,93.9,21.1,0,0
591,2355,49:49,50:09,Jaelene Mckenzie Daniels,North Carolina Courage,2nd half,12.6,47.2,1,Denise O'Sullivan,13.9,51.5,0,0
592,2360,49:51,50:11,Denise O'Sullivan,North Carolina Courage,2nd half,12.6,51.0,0,Sarah Gorden,30.9,62.5,0,0
593,2367,51:30,51:50,Lynn Williams,North Carolina Courage,2nd half,40.7,52.2,0,Julie Beth Ertz,58.0,68.0,0,0
594,2369,51:37,51:57,Julie Beth Ertz,Chicago Red Stars,2nd half,47.0,0.0,1,Sarah Gorden,67.8,3.6,0,0
595,2371,51:41,52:01,Sarah Gorden,Chicago Red Stars,2nd half,67.8,3.6,1,Katie Johnson Carreon,74.6,5.7,0,0
596,2375,51:42,52:02,Katie Johnson Carreon,Chicago Red Stars,2nd half,73.3,6.9,1,Vanessa Sue Di Bernardo,73.5,12.5,0,0
597,2377,51:43,52:03,Vanessa Sue Di Bernardo,Chicago Red Stars,2nd half,73.5,12.5,0,Debinha,66.4,9.6,0,0
598,2381,51:45,52:05,Debinha,North Carolina Courage,2nd half,41.2,58.4,1,Jessica Marie McDonald,50.2,65.1,0,0
599,2384,51:46,52:06,Jessica Marie McDonald,North Carolina Courage,2nd half,47.0,56.7,0,Julie Beth Ertz,50.2,65.1,0,0
600,2387,51:50,52:10,Julie Beth Ertz,Chicago Red Stars,2nd half,57.5,3.4,1,Sarah Gorden,66.2,2.9,0,0
601,2390,51:52,52:12,Sarah Gorden,Chicago Red Stars,2nd half,62.0,5.5,1,Vanessa Sue Di Bernardo,57.1,12.2,0,0
602,2393,51:52,52:12,Vanessa Sue Di Bernardo,Chicago Red Stars,2nd half,57.1,12.2,1,Katie Johnson Carreon,99.3,6.5,0,0
603,2397,51:57,52:17,Katie Johnson Carreon,Chicago Red Stars,2nd half,99.3,6.5,0,Stephanie Labbe,101.6,35.0,1,0
604,2403,51:59,52:19,Abby May Erceg,North Carolina Courage,2nd half,4.2,35.9,1,Denise O'Sullivan,22.5,68.0,0,0
605,2405,52:01,52:21,Denise O'Sullivan,North Carolina Courage,2nd half,1.9,40.0,0,Sarah Gorden,24.2,68.0,0,0
606,2407,52:11,52:31,Sarah Gorden,Chicago Red Stars,2nd half,80.8,0.0,1,Katie Johnson Carreon,84.2,6.2,0,0
607,2409,52:12,52:32,Katie Johnson Carreon,Chicago Red Stars,2nd half,84.2,6.2,1,Sarah Gorden,80.6,1.7,0,0
608,2418,52:18,52:38,Sarah Gorden,Chicago Red Stars,2nd half,103.1,3.4,1,Vanessa Sue Di Bernardo,96.2,35.4,1,0
609,2426,52:40,53:00,Stephanie Labbe,North Carolina Courage,2nd half,13.9,20.6,0,Morgan Gautrat,57.8,12.9,0,0
610,2428,52:42,53:02,Morgan Gautrat,Chicago Red Stars,2nd half,47.2,55.1,1,Yuki Ogimi-Nagasato,59.6,57.0,0,0
611,2432,52:44,53:04,Yuki Ogimi-Nagasato,Chicago Red Stars,2nd half,59.6,57.0,1,Vanessa Sue Di Bernardo,55.7,59.1,0,0
612,2438,53:23,53:43,Vanessa Sue Di Bernardo,Chicago Red Stars,2nd half,51.9,61.5,1,Katie Johnson Carreon,84.4,35.0,0,0
613,2445,53:27,53:47,Katie Johnson Carreon,Chicago Red Stars,2nd half,85.5,35.0,1,Samantha Kerr,95.1,22.3,0,0
614,2461,54:06,54:26,Vanessa Sue Di Bernardo,Chicago Red Stars,2nd half,105.0,0.0,0,Abby May Erceg,96.2,33.0,0,0
615,2469,54:14,54:34,Danielle Colaprico,Chicago Red Stars,2nd half,75.8,64.6,0,Heather Ann OReilly,81.9,68.0,0,0
616,2471,54:27,54:47,Heather Ann OReilly,North Carolina Courage,2nd half,23.1,0.0,1,Samantha Mewis,29.6,11.0,0,0
617,2472,54:29,54:49,Samantha Mewis,North Carolina Courage,2nd half,29.6,11.0,0,Morgan Gautrat,35.9,10.3,0,0
618,2478,54:31,54:51,Yuki Ogimi-Nagasato,Chicago Red Stars,2nd half,74.6,61.1,1,Morgan Gautrat,73.9,54.4,0,0
619,2483,54:32,54:52,Morgan Gautrat,Chicago Red Stars,2nd half,76.9,56.3,1,Samantha Kerr,84.0,53.2,0,0
620,2486,54:33,54:53,Samantha Kerr,Chicago Red Stars,2nd half,84.0,53.2,1,Yuki Ogimi-Nagasato,84.2,64.4,0,0
621,2489,54:39,54:59,Yuki Ogimi-Nagasato,Chicago Red Stars,2nd half,78.1,58.7,1,Morgan Gautrat,93.9,58.4,0,0
622,2492,54:42,55:02,Morgan Gautrat,Chicago Red Stars,2nd half,93.9,58.4,0,Abby Dahlkemper,95.8,39.7,1,0
623,2501,54:47,55:07,Yuki Ogimi-Nagasato,Chicago Red Stars,2nd half,85.5,44.3,1,Morgan Gautrat,88.2,49.6,0,0
624,2504,54:50,55:10,Morgan Gautrat,Chicago Red Stars,2nd half,86.7,49.3,1,Casey Short,101.6,58.4,0,0
625,2508,54:53,55:13,Casey Short,Chicago Red Stars,2nd half,101.6,58.4,0,Debinha,99.5,56.0,1,0
626,2516,54:57,55:17,Casey Short,Chicago Red Stars,2nd half,94.3,54.4,1,Samantha Kerr,102.7,32.6,1,0
627,2528,55:32,55:52,Stephanie Labbe,North Carolina Courage,2nd half,4.6,34.7,1,Lynn Williams,65.9,49.8,0,0
628,2532,55:35,55:55,Lynn Williams,North Carolina Courage,2nd half,56.3,50.8,0,Morgan Gautrat,56.3,50.8,0,0
629,2539,55:38,55:58,Kathleen Camille Naughton,Chicago Red Stars,2nd half,36.1,16.3,1,Sarah Gorden,39.5,4.3,0,0
630,2544,55:45,56:05,Sarah Gorden,Chicago Red Stars,2nd half,44.9,4.5,1,Julie Beth Ertz,37.6,9.1,0,0
631,2546,55:46,56:06,Julie Beth Ertz,Chicago Red Stars,2nd half,37.6,9.1,0,Samantha Mewis,55.9,19.2,0,0
632,2553,55:56,56:16,Samantha Mewis,North Carolina Courage,2nd half,77.1,15.3,1,Debinha,98.9,9.6,0,0
633,2560,56:25,56:45,Jessica Marie McDonald,North Carolina Courage,2nd half,97.7,0.0,1,Heather Ann OReilly,102.3,17.2,0,0
634,2563,56:27,56:47,Heather Ann OReilly,North Carolina Courage,2nd half,102.3,17.2,0,Morgan Gautrat,100.6,24.9,1,0
635,2571,57:06,57:26,Heather Ann OReilly,North Carolina Courage,2nd half,105.0,0.0,0,Danielle Colaprico,95.6,17.0,0,0
636,2578,57:09,57:29,Danielle Colaprico,Chicago Red Stars,2nd half,12.2,49.1,0,Heather Ann OReilly,41.8,68.0,0,0
637,2580,57:17,57:37,Heather Ann OReilly,North Carolina Courage,2nd half,63.2,0.0,1,Abby Dahlkemper,54.0,5.7,0,0
638,2583,57:20,57:40,Abby Dahlkemper,North Carolina Courage,2nd half,59.8,5.0,0,Casey Short,93.4,6.2,0,0
639,2584,57:23,57:43,Casey Short,Chicago Red Stars,2nd half,11.6,61.8,0,Debinha,20.2,58.4,0,0
640,2591,57:29,57:49,Debinha,North Carolina Courage,2nd half,91.6,6.7,1,Denise O'Sullivan,71.6,18.0,0,0
641,2595,57:33,57:53,Denise O'Sullivan,North Carolina Courage,2nd half,71.0,21.5,1,Jaelene Mckenzie Daniels,62.8,52.0,0,0
642,2598,57:36,57:56,Jaelene Mckenzie Daniels,North Carolina Courage,2nd half,68.0,52.0,1,Denise O'Sullivan,74.6,32.1,0,0
643,2608,57:40,58:00,Vanessa Sue Di Bernardo,Chicago Red Stars,2nd half,25.8,36.2,1,Morgan Gautrat,24.6,28.5,0,0
644,2612,57:41,58:01,Morgan Gautrat,Chicago Red Stars,2nd half,24.6,28.5,1,Katie Johnson Carreon,36.8,18.7,0,0
645,2614,57:42,58:02,Katie Johnson Carreon,Chicago Red Stars,2nd half,36.8,18.7,1,Julie Beth Ertz,23.1,31.1,0,0
646,2618,57:44,58:04,Julie Beth Ertz,Chicago Red Stars,2nd half,23.1,31.1,1,Samantha Kerr,46.4,34.0,0,0
647,2621,57:47,58:07,Samantha Kerr,Chicago Red Stars,2nd half,46.4,34.0,1,Katie Johnson Carreon,46.4,14.8,0,0
648,2624,57:52,58:12,Katie Johnson Carreon,Chicago Red Stars,2nd half,62.6,17.2,1,Morgan Gautrat,50.8,15.1,0,0
649,2628,57:55,58:15,Morgan Gautrat,Chicago Red Stars,2nd half,54.2,16.3,1,Katie Johnson Carreon,66.2,23.5,0,0
650,2631,57:58,58:18,Katie Johnson Carreon,Chicago Red Stars,2nd half,72.7,19.4,1,Sarah Gorden,76.7,4.5,0,0
651,2641,58:11,58:31,Jaelene Mckenzie Daniels,North Carolina Courage,2nd half,26.0,65.8,0,Julie Beth Ertz,52.1,65.8,0,0
652,2642,58:13,58:33,Julie Beth Ertz,Chicago Red Stars,2nd half,52.9,2.2,0,Lynn Williams,58.0,3.4,0,0
653,2650,58:15,58:35,Lynn Williams,North Carolina Courage,2nd half,47.9,63.0,1,Jessica Marie McDonald,56.5,60.6,0,0
654,2657,58:17,58:37,Kathleen Camille Naughton,Chicago Red Stars,2nd half,42.4,11.5,1,Morgan Gautrat,71.2,10.1,0,0
655,2661,58:21,58:41,Morgan Gautrat,Chicago Red Stars,2nd half,65.5,13.6,0,Jaelene Mckenzie Daniels,66.8,0.0,0,0
656,2663,58:40,59:00,Jaelene Mckenzie Daniels,North Carolina Courage,2nd half,38.2,68.0,0,Sarah Gorden,48.7,59.9,0,0
657,2667,58:42,59:02,Sarah Gorden,Chicago Red Stars,2nd half,56.3,8.1,0,Crystal Alyssia Dunn,62.2,13.6,0,0
658,2672,58:44,59:04,Crystal Alyssia Dunn,North Carolina Courage,2nd half,43.5,53.6,1,Lynn Williams,44.1,48.1,0,0
659,2673,58:46,59:06,Lynn Williams,North Carolina Courage,2nd half,44.1,48.1,1,Debinha,67.2,7.2,0,0
660,2681,59:24,59:44,Debinha,North Carolina Courage,2nd half,77.7,18.9,1,Jessica Marie McDonald,99.3,9.6,0,0
661,2686,60:00,60:50,Abby Dahlkemper,North Carolina Courage,2nd half,69.7,17.0,1,Samantha Mewis,96.2,32.3,0,0
662,2690,60:06,60:26,Heather Ann OReilly,North Carolina Courage,2nd half,105.0,0.0,1,Jessica Marie McDonald,93.2,33.3,0,0
663,2712,61:23,61:43,Katie Johnson Carreon,Chicago Red Stars,2nd half,60.9,17.0,1,Vanessa Sue Di Bernardo,59.4,23.9,0,0
664,2715,61:24,61:44,Vanessa Sue Di Bernardo,Chicago Red Stars,2nd half,60.1,22.3,1,Katie Johnson Carreon,66.8,19.6,0,0
665,2718,61:26,61:46,Katie Johnson Carreon,Chicago Red Stars,2nd half,63.4,22.3,1,Vanessa Sue Di Bernardo,58.6,19.4,0,0
666,2721,61:27,61:47,Vanessa Sue Di Bernardo,Chicago Red Stars,2nd half,59.4,14.8,1,Sarah Gorden,67.6,1.7,0,0
667,2727,61:30,61:50,Sarah Gorden,Chicago Red Stars,2nd half,75.8,2.6,0,Abby Dahlkemper,95.1,38.1,1,0
668,2740,61:47,62:07,Casey Short,Chicago Red Stars,2nd half,94.9,68.0,1,Morgan Gautrat,85.5,62.3,0,0
669,2744,61:48,62:08,Morgan Gautrat,Chicago Red Stars,2nd half,89.7,62.0,1,Casey Short,94.9,63.7,0,0
670,2747,61:51,62:11,Casey Short,Chicago Red Stars,2nd half,98.7,60.8,1,Yuki Ogimi-Nagasato,94.5,57.2,0,0
671,2749,61:52,62:12,Yuki Ogimi-Nagasato,Chicago Red Stars,2nd half,94.5,57.2,1,Morgan Gautrat,88.0,62.0,0,0
672,2752,61:57,62:17,Morgan Gautrat,Chicago Red Stars,2nd half,82.5,59.4,1,Vanessa Sue Di Bernardo,84.2,49.3,0,0
673,2756,61:59,62:19,Vanessa Sue Di Bernardo,Chicago Red Stars,2nd half,84.8,49.1,1,Yuki Ogimi-Nagasato,97.0,51.2,0,0
674,2766,62:26,62:46,Vanessa Sue Di Bernardo,Chicago Red Stars,2nd half,105.0,68.0,1,Samantha Kerr,97.7,33.8,0,0
675,2773,62:30,62:50,Debinha,North Carolina Courage,2nd half,11.8,34.5,1,Jaelene Mckenzie Daniels,21.4,67.3,0,0
676,2778,62:36,62:56,Jaelene Mckenzie Daniels,North Carolina Courage,2nd half,23.1,64.6,1,Debinha,44.3,58.9,0,0
677,2781,62:40,63:00,Debinha,North Carolina Courage,2nd half,42.0,53.4,1,Lynn Williams,39.9,33.8,0,0
678,2785,62:44,63:04,Lynn Williams,North Carolina Courage,2nd half,48.7,34.2,1,Jessica Marie McDonald,81.3,6.0,0,0
679,2791,62:49,63:09,Jessica Marie McDonald,North Carolina Courage,2nd half,84.4,6.9,0,Alyssa Naeher,99.3,32.1,1,0
680,2795,63:13,63:33,Alyssa Naeher,Chicago Red Stars,2nd half,5.7,35.9,1,Samantha Kerr,55.4,35.0,0,0
681,2800,63:15,63:35,Denise O'Sullivan,North Carolina Courage,2nd half,49.6,33.0,1,Debinha,63.2,39.5,0,0
682,2804,63:18,63:38,Debinha,North Carolina Courage,2nd half,63.2,39.5,1,Samantha Mewis,57.1,38.1,0,0
683,2807,63:20,63:40,Samantha Mewis,North Carolina Courage,2nd half,57.1,38.1,1,Lynn Williams,77.7,45.0,0,0
684,2812,63:22,63:42,Lynn Williams,North Carolina Courage,2nd half,69.1,45.7,1,Samantha Mewis,60.3,50.3,0,0
685,2820,63:29,63:49,Samantha Mewis,North Carolina Courage,2nd half,92.4,61.5,0,Julie Beth Ertz,96.0,41.7,1,0
686,2826,63:32,63:52,Danielle Colaprico,Chicago Red Stars,2nd half,11.1,32.8,0,Jaelene Mckenzie Daniels,48.1,6.7,0,0
687,2832,63:39,63:59,Jaelene Mckenzie Daniels,North Carolina Courage,2nd half,56.3,60.6,1,Abby May Erceg,36.3,52.4,0,0
688,2835,63:41,64:01,Abby May Erceg,North Carolina Courage,2nd half,36.3,52.4,1,Denise O'Sullivan,47.7,53.6,0,0
689,2839,63:44,64:04,Denise O'Sullivan,North Carolina Courage,2nd half,45.4,55.8,1,Abby May Erceg,33.4,55.3,0,0
690,2841,63:46,64:06,Abby May Erceg,North Carolina Courage,2nd half,30.9,54.4,1,Stephanie Labbe,14.9,37.8,0,0
691,2843,63:49,64:09,Stephanie Labbe,North Carolina Courage,2nd half,14.9,37.8,1,Abby May Erceg,27.1,57.2,0,0
692,2845,63:51,64:11,Abby May Erceg,North Carolina Courage,2nd half,27.1,57.2,1,Denise O'Sullivan,27.1,40.5,0,0
693,2848,63:54,64:14,Denise O'Sullivan,North Carolina Courage,2nd half,23.9,41.9,1,Stephanie Labbe,10.5,29.5,0,0
694,2853,63:58,64:18,Stephanie Labbe,North Carolina Courage,2nd half,12.0,34.0,0,Vanessa Sue Di Bernardo,27.3,33.5,0,0
695,2866,64:55,65:15,Morgan Gautrat,Chicago Red Stars,2nd half,78.1,36.2,0,Abby May Erceg,99.3,31.6,0,0
696,2881,65:56,66:16,Stephanie Labbe,North Carolina Courage,2nd half,16.4,33.0,1,Lynn Williams,60.5,56.7,0,0
697,2889,66:06,66:26,Katie Johnson Carreon,Chicago Red Stars,2nd half,56.5,0.0,1,Morgan Gautrat,56.7,10.5,0,0
698,2892,66:08,66:28,Morgan Gautrat,Chicago Red Stars,2nd half,58.8,8.1,1,Vanessa Sue Di Bernardo,62.4,17.0,0,0
699,2893,66:09,66:29,Vanessa Sue Di Bernardo,Chicago Red Stars,2nd half,62.4,17.0,1,Morgan Gautrat,63.8,9.3,0,0
700,2903,66:19,66:39,Denise O'Sullivan,North Carolina Courage,2nd half,47.5,52.4,1,Jessica Marie McDonald,57.1,55.5,0,0
701,2905,66:20,66:40,Jessica Marie McDonald,North Carolina Courage,2nd half,57.1,55.5,1,Debinha,58.8,49.8,0,0
702,2924,67:40,68:00,Jaelene Mckenzie Daniels,North Carolina Courage,2nd half,76.0,27.5,1,Debinha,80.2,29.0,0,0
703,2925,67:40,68:00,Debinha,North Carolina Courage,2nd half,80.2,29.0,1,Samantha Mewis,77.7,33.0,0,0
704,2927,67:41,68:01,Samantha Mewis,North Carolina Courage,2nd half,77.7,33.0,1,Lynn Williams,84.8,16.5,0,0
705,2929,67:43,68:03,Lynn Williams,North Carolina Courage,2nd half,84.8,16.5,1,Debinha,87.4,23.5,0,0
706,2942,67:50,68:10,Lynn Williams,North Carolina Courage,2nd half,62.8,18.2,1,Jaelene Mckenzie Daniels,68.2,44.3,0,0
707,2944,67:54,68:14,Jaelene Mckenzie Daniels,North Carolina Courage,2nd half,67.0,38.1,1,Denise O'Sullivan,70.8,33.3,0,0
708,2947,67:56,68:16,Denise O'Sullivan,North Carolina Courage,2nd half,69.3,28.3,1,Samantha Mewis,62.4,20.4,0,0
709,2951,68:00,68:20,Samantha Mewis,North Carolina Courage,2nd half,56.7,33.8,1,Jaelene Mckenzie Daniels,75.2,65.4,0,0
710,2953,68:07,68:27,Jaelene Mckenzie Daniels,North Carolina Courage,2nd half,84.2,65.4,0,Morgan Gautrat,91.1,60.6,1,0
711,2958,68:36,68:56,Jessica Marie McDonald,North Carolina Courage,2nd half,100.0,68.0,1,Samantha Mewis,99.5,41.4,0,0
712,2968,68:41,69:01,McCall RaNae Zerboni,North Carolina Courage,2nd half,82.5,52.2,1,Jessica Marie McDonald,91.6,59.6,0,0
713,2972,68:44,69:04,Jessica Marie McDonald,North Carolina Courage,2nd half,93.2,58.7,1,McCall RaNae Zerboni,89.5,61.8,0,0
714,2976,68:46,69:06,Denise O'Sullivan,North Carolina Courage,2nd half,96.2,59.1,0,Kathleen Camille Naughton,96.0,38.1,1,0
715,2982,69:15,69:35,Denise O'Sullivan,North Carolina Courage,2nd half,105.0,68.0,1,Jaelene Mckenzie Daniels,100.8,65.1,0,0
716,2984,69:15,69:35,Jaelene Mckenzie Daniels,North Carolina Courage,2nd half,100.8,65.1,1,Heather Ann OReilly,79.2,45.0,0,0
717,2997,69:27,69:47,Jaelene Mckenzie Daniels,North Carolina Courage,2nd half,95.3,60.6,0,Sarah Gorden,99.3,57.7,1,0
